merchant_name,merchant_category,purchase_channel,amount,country,metadata,source,scrape_date,best_card,month,dayofweek,is_weekend,user_segment,is_foreign,reward_travel,reward_grocery,reward_flat
BookStore Direct,online_retail,online,70.59,US,HTML_Scrape,real_crawler,2025-01-31,Card_Flat,1,4,0,Online Bargain Hunter,0,0.823353789335038,0.6700978281862081,1.4297737898773564
BookStore Direct,online_retail,online,47.28,US,HTML_Scrape,real_crawler,2025-04-25,Card_Flat,4,4,0,Online Bargain Hunter,0,0.4696438493444376,0.49258994243548737,0.9247687347192268
BookStore Direct,online_retail,online,77.29,US,HTML_Scrape,real_crawler,2025-07-12,Card_Flat,7,5,1,Online Bargain Hunter,0,0.8371047896974059,0.6515803964732396,1.5589775405977393
BookStore Direct,online_retail,online,32.24,US,HTML_Scrape,real_crawler,2025-03-12,Card_Flat,3,2,0,Online Bargain Hunter,0,0.29760609139949257,0.37726500937718543,0.5254535064902164
BookStore Direct,online_retail,online,50.75,US,HTML_Scrape,real_crawler,2025-07-26,Card_Flat,7,5,1,Online Bargain Hunter,0,0.3571183830153122,0.5360589703109605,0.9367175984197202
BookStore Direct,online_retail,online,69.3,US,HTML_Scrape,real_crawler,2025-03-28,Card_Flat,3,4,0,Online Bargain Hunter,0,0.6384895796600285,0.6437230199639534,1.3981828611851357
BookStore Direct,online_retail,online,60.98,US,HTML_Scrape,real_crawler,2025-12-07,Card_Flat,12,6,1,Online Bargain Hunter,0,0.6153267658736971,0.5784842361908497,1.1711128140182663
BookStore Direct,online_retail,online,17.33,US,HTML_Scrape,real_crawler,2025-04-29,Card_Flat,4,1,0,General Shopper,0,0.030568666854780435,0.13045740674361,0.3713031959487759
BookStore Direct,online_retail,online,50.38,US,HTML_Scrape,real_crawler,2024-12-27,Card_Flat,12,4,0,Online Bargain Hunter,0,0.4909829660813754,0.4768976120754931,0.9512973019544475
BookStore Direct,online_retail,online,41.2,US,HTML_Scrape,real_crawler,2025-08-08,Card_Flat,8,4,0,Online Bargain Hunter,0,0.31903316141699717,0.41427457381653765,0.8638921889947884
BookStore Direct,online_retail,online,34.11,US,HTML_Scrape,real_crawler,2025-11-09,Card_Flat,11,6,1,Online Bargain Hunter,0,0.43393237182809774,0.31701170144532625,0.7101168211605853
BookStore Direct,online_retail,online,46.62,US,HTML_Scrape,real_crawler,2025-01-25,Card_Flat,1,5,1,Online Bargain Hunter,0,0.37600686037188175,0.3466021897843488,0.9486229302176259
BookStore Direct,online_retail,online,73.76,US,HTML_Scrape,real_crawler,2025-01-18,Card_Flat,1,5,1,General Shopper,0,0.7373219853175965,0.7965256344899212,1.517438718789085
BookStore Direct,online_retail,online,30.38,US,HTML_Scrape,real_crawler,2025-05-17,Card_Flat,5,5,1,Online Bargain Hunter,0,0.32979510697643766,0.3972408920271927,0.5389298555515125
BookStore Direct,online_retail,online,71.73,US,HTML_Scrape,real_crawler,2025-06-25,Card_Flat,6,2,0,Online Bargain Hunter,0,0.7311290752795525,0.7177278040412175,1.4555852804178633
BookStore Direct,online_retail,online,54.41,US,HTML_Scrape,real_crawler,2025-05-28,Card_Flat,5,2,0,General Shopper,0,0.6118786467855174,0.5135571180097467,1.0096559271437044
BookStore Direct,online_retail,online,59.64,US,HTML_Scrape,real_crawler,2024-12-15,Card_Flat,12,6,1,Online Bargain Hunter,0,0.5182482846714374,0.537427016774611,1.2180241628191508
BookStore Direct,online_retail,online,23.84,US,HTML_Scrape,real_crawler,2025-04-23,Card_Flat,4,2,0,General Shopper,0,0.22103488555210785,0.31106377380212724,0.5485543699611117
BookStore Direct,online_retail,online,41.92,US,HTML_Scrape,real_crawler,2025-02-12,Card_Flat,2,2,0,Online Bargain Hunter,0,0.3271051113521071,0.46380337998658605,0.8344884670470741
BookStore Direct,online_retail,online,32.16,US,HTML_Scrape,real_crawler,2025-05-02,Card_Flat,5,4,0,Online Bargain Hunter,0,0.35653444067585216,0.3228605433770041,0.6137053841122196
BookStore Direct,online_retail,online,49.8,US,HTML_Scrape,real_crawler,2025-09-01,Card_Flat,9,0,0,General Shopper,0,0.5062147382685285,0.60781115710764,0.9188440886028565
BookStore Direct,online_retail,online,21.52,US,HTML_Scrape,real_crawler,2025-06-22,Card_Flat,6,6,1,General Shopper,0,0.21232411234972684,0.2689671700978449,0.455049322925723
BookStore Direct,online_retail,online,44.94,US,HTML_Scrape,real_crawler,2025-05-15,Card_Flat,5,3,0,General Shopper,0,0.4598767115131397,0.3948187413920448,0.9093334232601554
BookStore Direct,online_retail,online,24.33,US,HTML_Scrape,real_crawler,2025-08-15,Card_Flat,8,4,0,Online Bargain Hunter,0,0.29507217082084725,0.20149689239499874,0.4982924012894799
BookStore Direct,online_retail,online,26.5,US,HTML_Scrape,real_crawler,2025-07-06,Card_Flat,7,6,1,Online Bargain Hunter,0,0.2604146987927437,0.22061152442307297,0.6012247910623474
BookStore Direct,online_retail,online,70.5,US,HTML_Scrape,real_crawler,2025-09-10,Card_Flat,9,2,0,General Shopper,0,0.6906602882130864,0.7429757443743054,1.459881603846012
BookStore Direct,online_retail,online,45.4,US,HTML_Scrape,real_crawler,2025-03-25,Card_Flat,3,1,0,Online Bargain Hunter,0,0.4510086928235048,0.4786780102167146,0.8934120683870732
BookStore Direct,online_retail,online,77.37,US,HTML_Scrape,real_crawler,2024-12-24,Card_Flat,12,1,0,Online Bargain Hunter,0,0.6739234109774132,0.7176378129952805,1.5619448528795004
BookStore Direct,online_retail,online,35.65,US,HTML_Scrape,real_crawler,2025-08-06,Card_Flat,8,2,0,Online Bargain Hunter,0,0.34989317055492264,0.3303134348614289,0.7594704992395407
BookStore Direct,online_retail,online,64.27,US,HTML_Scrape,real_crawler,2025-04-05,Card_Flat,4,5,1,Online Bargain Hunter,0,0.5887131839362075,0.5416100680019026,1.2174712992371262
BookStore Direct,online_retail,online,31.2,US,HTML_Scrape,real_crawler,2025-05-17,Card_Flat,5,5,1,General Shopper,0,0.28207812097094764,0.26367060545073423,0.6189359640649233
BookStore Direct,online_retail,online,60.84,US,HTML_Scrape,real_crawler,2025-10-11,Card_Flat,10,5,1,Online Bargain Hunter,0,0.626598531542637,0.7130598966104973,1.2133938287416024
BookStore Direct,online_retail,online,42.89,US,HTML_Scrape,real_crawler,2025-08-09,Card_Flat,8,5,1,General Shopper,0,0.48686905216502613,0.4775550780507536,0.7822058290218393
BookStore Direct,online_retail,online,67.86,US,HTML_Scrape,real_crawler,2024-12-17,Card_Flat,12,1,0,Online Bargain Hunter,0,0.6887617977293016,0.6557183375331193,1.318245363031165
BookStore Direct,online_retail,online,19.26,US,HTML_Scrape,real_crawler,2025-09-27,Card_Flat,9,5,1,Online Bargain Hunter,0,0.26805655067022754,0.2228803116315657,0.394484429020937
BookStore Direct,online_retail,online,59.64,US,HTML_Scrape,real_crawler,2025-05-18,Card_Flat,5,6,1,Online Bargain Hunter,0,0.5748845340022679,0.5221971667537832,1.2182304186616721
BookStore Direct,online_retail,online,25.35,US,HTML_Scrape,real_crawler,2025-01-17,Card_Flat,1,4,0,Online Bargain Hunter,0,0.31383040774319576,0.17714160717051763,0.4965765894729796
BookStore Direct,online_retail,online,34.45,US,HTML_Scrape,real_crawler,2025-04-14,Card_Flat,4,0,0,General Shopper,0,0.35081338681170343,0.2952672607576369,0.6362455315911653
BookStore Direct,online_retail,online,21.98,US,HTML_Scrape,real_crawler,2025-04-13,Card_Flat,4,6,1,General Shopper,0,0.19862007091359113,0.15151912979049253,0.3999738276442394
BookStore Direct,online_retail,online,42.01,US,HTML_Scrape,real_crawler,2025-10-13,Card_Flat,10,0,0,General Shopper,0,0.45527139583936543,0.3547315108884518,0.7914939076891815
BookStore Direct,online_retail,online,26.31,US,HTML_Scrape,real_crawler,2024-12-24,Card_Flat,12,1,0,General Shopper,0,0.2315987510233053,0.2996977751254923,0.4463063932752581
BookStore Direct,online_retail,online,23.31,US,HTML_Scrape,real_crawler,2025-03-09,Card_Flat,3,6,1,General Shopper,0,0.20987094609421908,0.23531793987578034,0.45635390960015554
BookStore Direct,online_retail,online,25.77,US,HTML_Scrape,real_crawler,2025-04-19,Card_Flat,4,5,1,General Shopper,0,0.2824352826887516,0.2768717515701822,0.42811462835701736
BookStore Direct,online_retail,online,75.78,US,HTML_Scrape,real_crawler,2025-02-14,Card_Flat,2,4,0,Online Bargain Hunter,0,0.8080962255898209,0.7014251950523481,1.495134576295214
BookStore Direct,online_retail,online,76.15,US,HTML_Scrape,real_crawler,2025-10-03,Card_Flat,10,4,0,Online Bargain Hunter,0,0.7692246832797627,0.7446723705060914,1.5793954496626785
BookStore Direct,online_retail,online,76.28,US,HTML_Scrape,real_crawler,2025-10-06,Card_Flat,10,0,0,Online Bargain Hunter,0,0.757436761709453,0.8238141448208859,1.5246063182315845
BookStore Direct,online_retail,online,61.05,US,HTML_Scrape,real_crawler,2025-03-12,Card_Flat,3,2,0,Online Bargain Hunter,0,0.5723740380426701,0.662315144603624,1.1671660436264493
BookStore Direct,online_retail,online,51.52,US,HTML_Scrape,real_crawler,2025-06-17,Card_Flat,6,1,0,Online Bargain Hunter,0,0.5602266538665795,0.6001717991504355,1.000623253240807
BookStore Direct,online_retail,online,73.05,US,HTML_Scrape,real_crawler,2025-07-18,Card_Flat,7,4,0,Online Bargain Hunter,0,0.7645681163287653,0.6728153859330072,1.4409102486529184
BookStore Direct,online_retail,online,58.0,US,HTML_Scrape,real_crawler,2024-12-22,Card_Flat,12,6,1,General Shopper,0,0.5899711992993383,0.6036519141080108,1.1977366649033905
BookStore Direct,online_retail,online,32.25,US,HTML_Scrape,real_crawler,2025-03-06,Card_Flat,3,3,0,Online Bargain Hunter,0,0.23944582922164137,0.3476626032374752,0.6127213963982303
BookStore Direct,online_retail,online,22.64,US,HTML_Scrape,real_crawler,2025-01-15,Card_Flat,1,2,0,Online Bargain Hunter,0,0.21053247538787329,0.2734590933209985,0.3496298423760273
BookStore Direct,online_retail,online,27.8,US,HTML_Scrape,real_crawler,2025-07-23,Card_Flat,7,2,0,Online Bargain Hunter,0,0.3754171322394907,0.3292554576290887,0.5655948867936519
BookStore Direct,online_retail,online,50.13,US,HTML_Scrape,real_crawler,2025-07-08,Card_Flat,7,1,0,Online Bargain Hunter,0,0.502665668992572,0.4989314648727783,0.9699050805837214
BookStore Direct,online_retail,online,75.68,US,HTML_Scrape,real_crawler,2025-04-20,Card_Flat,4,6,1,General Shopper,0,0.7097800541757825,0.7287619546510071,1.4344911618326939
BookStore Direct,online_retail,online,78.45,US,HTML_Scrape,real_crawler,2025-08-27,Card_Flat,8,2,0,Online Bargain Hunter,0,0.7868746734125822,0.772046407767348,1.4671889748572033
BookStore Direct,online_retail,online,66.22,US,HTML_Scrape,real_crawler,2025-10-29,Card_Flat,10,2,0,General Shopper,0,0.6824106432638666,0.697993637234548,1.2407553049344213
BookStore Direct,online_retail,online,55.03,US,HTML_Scrape,real_crawler,2025-10-07,Card_Flat,10,1,0,General Shopper,0,0.5340965912395516,0.5798721075875928,1.1119517239432444
BookStore Direct,online_retail,online,26.64,US,HTML_Scrape,real_crawler,2025-10-26,Card_Flat,10,6,1,Online Bargain Hunter,0,0.28177017848598446,0.22516938747826198,0.5668110180238346
BookStore Direct,online_retail,online,43.52,US,HTML_Scrape,real_crawler,2025-06-03,Card_Flat,6,1,0,Online Bargain Hunter,0,0.494974032541274,0.4053685470694135,0.8842300382755591
BookStore Direct,online_retail,online,56.47,US,HTML_Scrape,real_crawler,2025-08-11,Card_Flat,8,0,0,General Shopper,0,0.5384184533007308,0.5663203506670068,1.2342969669566215
BookStore Direct,online_retail,online,53.43,US,HTML_Scrape,real_crawler,2025-11-19,Card_Flat,11,2,0,General Shopper,0,0.5454635417960131,0.44718891536823624,1.0349757201996832
BookStore Direct,online_retail,online,52.99,US,HTML_Scrape,real_crawler,2025-06-26,Card_Flat,6,3,0,General Shopper,0,0.4752939399825717,0.5366669173946146,1.032497910059164
BookStore Direct,online_retail,online,33.78,US,HTML_Scrape,real_crawler,2025-01-03,Card_Flat,1,4,0,General Shopper,0,0.37010030935572763,0.21921703195705544,0.7253223687754454
BookStore Direct,online_retail,online,68.9,US,HTML_Scrape,real_crawler,2025-02-25,Card_Flat,2,1,0,Online Bargain Hunter,0,0.7037639970310434,0.65017504297535,1.4801034826463941
BookStore Direct,online_retail,online,26.77,US,HTML_Scrape,real_crawler,2025-01-19,Card_Flat,1,6,1,Online Bargain Hunter,0,0.2765094911251346,0.23435756415242182,0.543256395949547
BookStore Direct,online_retail,online,68.04,US,HTML_Scrape,real_crawler,2025-05-08,Card_Flat,5,3,0,Online Bargain Hunter,0,0.6500263856189847,0.660181900365499,1.370695833367104
BookStore Direct,online_retail,online,18.37,US,HTML_Scrape,real_crawler,2025-06-20,Card_Flat,6,4,0,General Shopper,0,0.11206643551301736,0.1909918235107692,0.3330860432122458
BookStore Direct,online_retail,online,18.01,US,HTML_Scrape,real_crawler,2025-08-07,Card_Flat,8,3,0,General Shopper,0,0.20584417980381864,0.22109626263176174,0.3894649718258169
BookStore Direct,online_retail,online,25.61,US,HTML_Scrape,real_crawler,2024-12-19,Card_Flat,12,3,0,Online Bargain Hunter,0,0.2294637250891548,0.2980831932215594,0.5284170105007434
BookStore Direct,online_retail,online,48.98,US,HTML_Scrape,real_crawler,2025-05-31,Card_Flat,5,5,1,Online Bargain Hunter,0,0.44476643087437595,0.4415899964288377,0.9117241230079032
BookStore Direct,online_retail,online,13.72,US,HTML_Scrape,real_crawler,2025-12-10,Card_Flat,12,2,0,Online Bargain Hunter,0,0.1843394257070038,0.16156526185224976,0.32840280295696556
BookStore Direct,online_retail,online,20.84,US,HTML_Scrape,real_crawler,2025-09-21,Card_Flat,9,6,1,Online Bargain Hunter,0,0.1644358608794006,0.22582975599304903,0.47039649326058985
BookStore Direct,online_retail,online,65.35,US,HTML_Scrape,real_crawler,2025-04-24,Card_Flat,4,3,0,General Shopper,0,0.6958441051942457,0.6477387883723901,1.3007412785808417
BookStore Direct,online_retail,online,62.57,US,HTML_Scrape,real_crawler,2025-12-07,Card_Flat,12,6,1,General Shopper,0,0.6527454259280495,0.6695084583595616,1.232152855579496
BookStore Direct,online_retail,online,18.99,US,HTML_Scrape,real_crawler,2025-08-08,Card_Flat,8,4,0,General Shopper,0,0.18684621643238117,0.13697796831791734,0.3463827402576599
BookStore Direct,online_retail,online,20.06,US,HTML_Scrape,real_crawler,2025-11-05,Card_Flat,11,2,0,Online Bargain Hunter,0,0.21062298157068646,0.2310452678127316,0.276296949125353
BookStore Direct,online_retail,online,45.05,US,HTML_Scrape,real_crawler,2025-04-03,Card_Flat,4,3,0,Online Bargain Hunter,0,0.35302191411228157,0.43295752849617625,0.9141033404543362
BookStore Direct,online_retail,online,76.14,US,HTML_Scrape,real_crawler,2025-10-08,Card_Flat,10,2,0,General Shopper,0,0.8298850553827093,0.7070972708940958,1.4118826119974461
BookStore Direct,online_retail,online,18.93,US,HTML_Scrape,real_crawler,2025-12-02,Card_Flat,12,1,0,General Shopper,0,0.23659348218420728,0.1442704823731969,0.4413701804729948
BookStore Direct,online_retail,online,63.33,US,HTML_Scrape,real_crawler,2025-07-10,Card_Flat,7,3,0,General Shopper,0,0.6508185108193169,0.5910837981408464,1.2099607524366127
BookStore Direct,online_retail,online,61.57,US,HTML_Scrape,real_crawler,2025-03-12,Card_Flat,3,2,0,General Shopper,0,0.5915586204596541,0.5266420792767184,1.2365242321079104
BookStore Direct,online_retail,online,26.89,US,HTML_Scrape,real_crawler,2025-06-25,Card_Flat,6,2,0,Online Bargain Hunter,0,0.2802342124247299,0.24082211268346876,0.4262765990437771
BookStore Direct,online_retail,online,54.15,US,HTML_Scrape,real_crawler,2025-02-20,Card_Flat,2,3,0,Online Bargain Hunter,0,0.5762931919546892,0.6001721138316223,1.0553455091542934
BookStore Direct,online_retail,online,72.77,US,HTML_Scrape,real_crawler,2025-03-24,Card_Flat,3,0,0,Online Bargain Hunter,0,0.710670064654507,0.7527071516556942,1.4417727639319096
BookStore Direct,online_retail,online,48.15,US,HTML_Scrape,real_crawler,2025-08-25,Card_Flat,8,0,0,Online Bargain Hunter,0,0.4926576527373848,0.5090942985911077,0.8951532215150212
BookStore Direct,online_retail,online,29.7,US,HTML_Scrape,real_crawler,2025-12-05,Card_Flat,12,4,0,Online Bargain Hunter,0,0.20016236487487674,0.25893223650955294,0.6280115104208814
BookStore Direct,online_retail,online,77.44,US,HTML_Scrape,real_crawler,2025-05-27,Card_Flat,5,1,0,Online Bargain Hunter,0,0.7793943477204607,0.7984372289883992,1.5048868373588267
BookStore Direct,online_retail,online,39.38,US,HTML_Scrape,real_crawler,2025-07-24,Card_Flat,7,3,0,General Shopper,0,0.3690517259815964,0.36892137508453937,0.8624355203722991
BookStore Direct,online_retail,online,73.75,US,HTML_Scrape,real_crawler,2025-08-04,Card_Flat,8,0,0,Online Bargain Hunter,0,0.7523288469265152,0.8008825755593987,1.5324836009439375
BookStore Direct,online_retail,online,62.14,US,HTML_Scrape,real_crawler,2025-09-07,Card_Flat,9,6,1,Online Bargain Hunter,0,0.5635441690643366,0.5547435822611098,1.2572364001504919
BookStore Direct,online_retail,online,45.86,US,HTML_Scrape,real_crawler,2025-10-12,Card_Flat,10,6,1,General Shopper,0,0.4917025917379237,0.5180298411543505,0.8396243875470536
BookStore Direct,online_retail,online,29.85,US,HTML_Scrape,real_crawler,2025-11-16,Card_Flat,11,6,1,Online Bargain Hunter,0,0.3406552666161621,0.35664192887674934,0.6894681070693192
BookStore Direct,online_retail,online,40.08,US,HTML_Scrape,real_crawler,2025-06-13,Card_Flat,6,4,0,Online Bargain Hunter,0,0.34297920916280716,0.4433039666208777,0.7725991833673157
BookStore Direct,online_retail,online,21.56,US,HTML_Scrape,real_crawler,2025-09-13,Card_Flat,9,5,1,General Shopper,0,0.22097221871704462,0.23496857403164947,0.45208403761197
BookStore Direct,online_retail,online,29.65,US,HTML_Scrape,real_crawler,2025-07-16,Card_Flat,7,2,0,Online Bargain Hunter,0,0.36069084299267806,0.36124927924084776,0.6091592741229103
BookStore Direct,online_retail,online,73.37,US,HTML_Scrape,real_crawler,2025-04-16,Card_Flat,4,2,0,Online Bargain Hunter,0,0.7759901436281464,0.7594031276212388,1.4946110176170173
BookStore Direct,online_retail,online,51.26,US,HTML_Scrape,real_crawler,2025-04-26,Card_Flat,4,5,1,Online Bargain Hunter,0,0.550428233745657,0.44287524655703686,1.002141513398269
BookStore Direct,online_retail,online,70.19,US,HTML_Scrape,real_crawler,2025-06-21,Card_Flat,6,5,1,Online Bargain Hunter,0,0.6421738530116983,0.7161901643397366,1.4564945776147942
BookStore Direct,online_retail,online,58.44,US,HTML_Scrape,real_crawler,2025-02-15,Card_Flat,2,5,1,General Shopper,0,0.6120694491537214,0.5827037387036046,1.1265423020786922
BookStore Direct,online_retail,online,49.57,US,HTML_Scrape,real_crawler,2025-10-18,Card_Flat,10,5,1,General Shopper,0,0.516734981550924,0.4668039611583645,0.9116622020918335
BookStore Direct,online_retail,online,23.06,US,HTML_Scrape,real_crawler,2025-02-03,Card_Flat,2,0,0,General Shopper,0,0.23066628443672035,0.2503710492694019,0.5052573360406685
BookStore Direct,online_retail,online,39.34,US,HTML_Scrape,real_crawler,2025-04-04,Card_Flat,4,4,0,General Shopper,0,0.36393338842863193,0.3704680681949458,0.7389215522492395
BookStore Direct,online_retail,online,38.89,US,HTML_Scrape,real_crawler,2025-08-15,Card_Flat,8,4,0,General Shopper,0,0.4727688543902745,0.3486414124128562,0.8206351240121278
BookStore Direct,online_retail,online,66.77,US,HTML_Scrape,real_crawler,2025-06-09,Card_Flat,6,0,0,Online Bargain Hunter,0,0.5592161291137149,0.6079905299453855,1.389242407232884
BookStore Direct,online_retail,online,51.19,US,HTML_Scrape,real_crawler,2025-04-12,Card_Flat,4,5,1,General Shopper,0,0.4442745655279639,0.432720580510621,0.9758610771906613
BookStore Direct,online_retail,online,37.92,US,HTML_Scrape,real_crawler,2025-07-31,Card_Flat,7,3,0,Online Bargain Hunter,0,0.368496615113607,0.3981702698802555,0.77904994560689
BookStore Direct,online_retail,online,41.59,US,HTML_Scrape,real_crawler,2025-11-08,Card_Flat,11,5,1,General Shopper,0,0.42918084965862674,0.4487881588075187,0.8663236343060757
BookStore Direct,online_retail,online,57.98,US,HTML_Scrape,real_crawler,2025-12-12,Card_Flat,12,4,0,General Shopper,0,0.5204503305847128,0.6326907090410397,1.1561233856878865
BookStore Direct,online_retail,online,76.63,US,HTML_Scrape,real_crawler,2025-08-10,Card_Flat,8,6,1,Online Bargain Hunter,0,0.7195201850618786,0.75740410620978,1.5031443933609436
BookStore Direct,online_retail,online,22.46,US,HTML_Scrape,real_crawler,2025-03-17,Card_Flat,3,0,0,Online Bargain Hunter,0,0.20372848090052842,0.24180269607817334,0.4035594540351744
BookStore Direct,online_retail,online,74.97,US,HTML_Scrape,real_crawler,2025-02-10,Card_Flat,2,0,0,Online Bargain Hunter,0,0.7048084966787186,0.7253147313525627,1.5168170869623063
BookStore Direct,online_retail,online,37.98,US,HTML_Scrape,real_crawler,2025-10-14,Card_Flat,10,1,0,Online Bargain Hunter,0,0.404620005886697,0.48355325196742704,0.8133166502385121
BookStore Direct,online_retail,online,70.7,US,HTML_Scrape,real_crawler,2025-07-17,Card_Flat,7,3,0,General Shopper,0,0.764214653427997,0.63760657247721,1.4730064086870764
BookStore Direct,online_retail,online,72.9,US,HTML_Scrape,real_crawler,2025-01-11,Card_Flat,1,5,1,General Shopper,0,0.7263446599151545,0.7014509098230877,1.4961930175816713
BookStore Direct,online_retail,online,29.52,US,HTML_Scrape,real_crawler,2025-08-05,Card_Flat,8,1,0,Online Bargain Hunter,0,0.3424605767305742,0.3202415795502106,0.5988007670266264
BookStore Direct,online_retail,online,58.45,US,HTML_Scrape,real_crawler,2025-07-12,Card_Flat,7,5,1,Online Bargain Hunter,0,0.6216229456796311,0.5526206228962018,1.125076309932897
BookStore Direct,online_retail,online,28.4,US,HTML_Scrape,real_crawler,2025-10-23,Card_Flat,10,3,0,Online Bargain Hunter,0,0.2688324966261433,0.2730566874132187,0.5788341559482143
BookStore Direct,online_retail,online,56.16,US,HTML_Scrape,real_crawler,2025-06-27,Card_Flat,6,4,0,Online Bargain Hunter,0,0.5095903140092051,0.6588597537138466,1.1615121487520255
BookStore Direct,online_retail,online,47.34,US,HTML_Scrape,real_crawler,2025-01-22,Card_Flat,1,2,0,Online Bargain Hunter,0,0.4435166158372572,0.4919105944970871,0.8557456965352752
BookStore Direct,online_retail,online,80.51,US,HTML_Scrape,real_crawler,2025-07-23,Card_Flat,7,2,0,Online Bargain Hunter,0,0.8000762139714148,0.8022304648499229,1.6394157083217655
BookStore Direct,online_retail,online,71.17,US,HTML_Scrape,real_crawler,2025-05-15,Card_Flat,5,3,0,General Shopper,0,0.700146526127116,0.7813590628967453,1.4439275042663808
BookStore Direct,online_retail,online,78.41,US,HTML_Scrape,real_crawler,2025-07-06,Card_Flat,7,6,1,Online Bargain Hunter,0,0.8277412175502817,0.7357921638314792,1.6101674557115802
BookStore Direct,online_retail,online,32.56,US,HTML_Scrape,real_crawler,2025-01-21,Card_Flat,1,1,0,Online Bargain Hunter,0,0.31057670256396486,0.2753199312155268,0.647230578779715
BookStore Direct,online_retail,online,56.9,US,HTML_Scrape,real_crawler,2025-08-20,Card_Flat,8,2,0,General Shopper,0,0.5421177121110091,0.6017701914925118,1.1560082091972883
BookStore Direct,online_retail,online,17.02,US,HTML_Scrape,real_crawler,2025-06-10,Card_Flat,6,1,0,Online Bargain Hunter,0,0.256152030642091,0.1253833670703969,0.2868904218552834
BookStore Direct,online_retail,online,23.54,US,HTML_Scrape,real_crawler,2025-09-11,Card_Flat,9,3,0,General Shopper,0,0.2749929655194034,0.20686797848999436,0.4817651168600218
BookStore Direct,online_retail,online,44.74,US,HTML_Scrape,real_crawler,2025-02-01,Card_Flat,2,5,1,General Shopper,0,0.3859408201099792,0.520005884959128,0.9374234321716476
BookStore Direct,online_retail,online,36.95,US,HTML_Scrape,real_crawler,2025-01-08,Card_Flat,1,2,0,Online Bargain Hunter,0,0.33967942960155606,0.3545409113786283,0.7397074632482881
BookStore Direct,online_retail,online,69.34,US,HTML_Scrape,real_crawler,2025-02-15,Card_Flat,2,5,1,Online Bargain Hunter,0,0.6641772354074781,0.6559321155288611,1.427245963469636
BookStore Direct,online_retail,online,48.6,US,HTML_Scrape,real_crawler,2025-10-12,Card_Flat,10,6,1,Online Bargain Hunter,0,0.42715189436150164,0.5770271953970908,0.9609231701208132
BookStore Direct,online_retail,online,14.38,US,HTML_Scrape,real_crawler,2025-11-19,Card_Flat,11,2,0,Online Bargain Hunter,0,0.1853808393090202,0.15427350418238864,0.2592802704392639
BookStore Direct,online_retail,online,58.78,US,OCR_VERIFIED: ...,real_crawler,2024-12-14,Card_Flat,12,5,1,Online Bargain Hunter,0,0.5875022645393635,0.6270001389655374,1.1263732974759015
BookStore Direct,online_retail,online,51.58,US,HTML_Scrape,real_crawler,2025-01-20,Card_Flat,1,0,0,General Shopper,0,0.5754556472925514,0.5668757696390933,1.0221869332456848
